USAF,NCDC,Date,HrMn,I,Type,QCP,Dir,Q,I,Spd,Q,Temp,Q,Dewpt,Q,Slp,Q,RHx,
419920,99999,20150106,0600,4,FM-12,    ,999,9,C,  0.0,1,  25.0,1,  16.0,1,1013.0,1, 57,
419920,99999,20150106,0900,4,FM-12,    ,360,1,N,  1.0,1,  23.8,1,  16.0,1,1010.6,1, 62,
419920,99999,20150106,1200,4,FM-12,    ,999,9,C,  0.0,1,  21.3,1,  15.0,1,1010.4,1, 67,
419920,99999,20150106,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.8,1,  15.0,1,1012.3,1, 84,
419920,99999,20150107,0000,4,FM-12,    ,999,9,C,  0.0,1,  16.8,1,  12.0,1,1012.2,1, 73,
419920,99999,20150107,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.0,1,  13.0,1,1013.6,1, 64,
419920,99999,20150107,0600,4,FM-12,    ,360,1,N,  3.1,1,  24.6,1,  12.0,1,1012.7,1, 45,
419920,99999,20150107,1200,4,FM-12,    ,999,9,C,  0.0,1,  20.8,1,  15.0,1,1011.5,1, 69,
419920,99999,20150107,1500,4,FM-12,    ,999,9,C,  0.0,1,  17.4,1,  15.0,1,1011.9,1, 86,
419920,99999,20150108,0000,4,FM-12,    ,999,9,C,  0.0,1,  16.5,1,  15.0,1,1012.6,1, 91,
419920,99999,20150108,0300,4,FM-12,    ,999,9,C,  0.0,1,  18.6,1,  14.0,1,1014.3,1, 75,
419920,99999,20150108,0600,4,FM-12,    ,300,1,N,  1.0,1,  21.5,1,  12.0,1,1014.5,1, 55,
419920,99999,20150108,0900,4,FM-12,    ,360,1,N,  3.1,1,  24.2,1,  11.0,1,1011.2,1, 44,
419920,99999,20150108,1200,4,FM-12,    ,300,1,N,  2.1,1,  20.6,1,  14.0,1,1011.9,1, 66,
419920,99999,20150108,1500,4,FM-12,    ,999,9,C,  0.0,1,  18.5,1,  15.0,1,1013.4,1, 80,
419920,99999,20150108,2100,4,FM-12,    ,999,9,C,  0.0,1,  16.5,1,  15.0,1,1014.5,1, 91,
419920,99999,20150109,0600,4,FM-12,    ,999,9,C,  0.0,1,  21.0,1,  13.0,1,1013.5,1, 60,
419920,99999,20150109,0900,4,FM-12,    ,330,1,N,  2.1,1,  24.0,1,  14.0,1,1012.5,1, 54,
419920,99999,20150109,1200,4,FM-12,    ,999,9,C,  0.0,1,  20.5,1,  15.0,1,1012.2,1, 71,
419920,99999,20150109,1500,4,FM-12,    ,999,9,C,  0.0,1,  16.6,1,  16.0,1,1013.9,1, 96,
419920,99999,20150109,2100,4,FM-12,    ,999,9,C,  0.0,1,  15.2,1,  14.0,1,1013.6,1, 93,
419920,99999,20150110,0000,4,FM-12,    ,999,9,C,  0.0,1,  14.2,1,  13.0,1,1013.4,1, 92,
419920,99999,20150110,0300,4,FM-12,    ,999,9,C,  0.0,1,  18.3,1,  15.0,1,1014.7,1, 81,
419920,99999,20150110,0600,4,FM-12,    ,999,9,C,  0.0,1,  24.2,1,  11.0,1,1013.7,1, 44,
419920,99999,20150110,0900,4,FM-12,    ,999,9,C,  0.0,1,  25.0,1,  13.0,1,1012.4,1, 47,
419920,99999,20150110,1200,4,FM-12,    ,999,9,C,  0.0,1,  22.0,1,  14.0,1,1012.4,1, 61,
419920,99999,20150110,1500,4,FM-12,    ,999,9,C,  0.0,1,  18.0,1,  16.0,1,1014.3,1, 88,
419920,99999,20150110,1800,4,FM-12,    ,999,9,C,  0.0,1,  16.0,1,  15.0,1,1014.9,1, 94,
419920,99999,20150110,2100,4,FM-12,    ,999,9,C,  0.0,1,  13.0,1,  12.0,1,1015.4,1, 94,
419920,99999,20150111,0300,4,FM-12,    ,999,9,C,  0.0,1,  18.5,1,  16.0,1,1016.2,1, 85,
419920,99999,20150111,0600,4,FM-12,    ,999,9,C,  0.0,1,  25.0,1,  11.0,1,1014.7,1, 41,
419920,99999,20150111,0900,4,FM-12,    ,360,1,N,  2.1,1,  25.3,1,  15.0,1,1012.7,1, 53,
419920,99999,20150111,1200,4,FM-12,    ,360,1,N,  1.0,1,  21.2,1,  15.0,1,1013.2,1, 68,
419920,99999,20150111,1500,4,FM-12,    ,999,9,C,  0.0,1,  18.0,1,  14.0,1,1014.8,1, 77,
419920,99999,20150111,2100,4,FM-12,    ,360,1,N,  1.5,1,  17.0,1,  15.0,1,1014.1,1, 88,
419920,99999,20150112,0300,4,FM-12,    ,999,9,C,  0.0,1,  15.0,1,  15.0,1,1015.6,1,100,
419920,99999,20150112,0600,4,FM-12,    ,999,9,C,  0.0,1,  22.2,1,  16.0,1,1014.9,1, 68,
419920,99999,20150112,0900,4,FM-12,    ,999,9,C,  0.0,1,  25.0,1,  17.0,1,1012.4,1, 61,
419920,99999,20150112,1200,4,FM-12,    ,999,9,C,  0.0,1,  20.8,1,  18.0,1,1012.8,1, 84,
419920,99999,20150113,0300,4,FM-12,    ,999,9,C,  0.0,1,  19.5,1,  16.0,1,1015.0,1, 80,
419920,99999,20150113,0600,4,FM-12,    ,999,9,C,  0.0,1,  26.5,1,  16.0,1,1014.1,1, 53,
419920,99999,20150113,1200,4,FM-12,    ,999,9,C,  0.0,1,  24.2,1,  19.0,1,1011.7,1, 73,
419920,99999,20150113,1500,4,FM-12,    ,999,9,C,  0.0,1,  21.0,1,  19.0,1,1013.5,1, 88,
419920,99999,20150113,2100,4,FM-12,    ,999,9,C,  0.0,1,  18.0,1,  17.0,1,1013.2,1, 94,
419920,99999,20150114,0600,4,FM-12,    ,999,9,C,  0.0,1,  27.5,1,  15.0,1,1014.0,1, 47,
419920,99999,20150114,1500,4,FM-12,    ,999,9,C,  0.0,1,  21.0,1,  17.0,1,1014.0,1, 78,
419920,99999,20150114,2100,4,FM-12,    ,999,9,C,  0.0,1,  19.4,1,  15.0,1,1013.1,1, 76,
419920,99999,20150115,0000,4,FM-12,    ,999,9,C,  0.0,1,  18.7,1,  15.0,1,1012.9,1, 79,
419920,99999,20150115,0300,4,FM-12,    ,999,9,C,  0.0,1,  23.0,1,  17.0,1,1015.4,1, 69,
419920,99999,20150115,0600,4,FM-12,    ,999,9,C,  0.0,1,  27.9,1,  15.0,1,1014.5,1, 45,
419920,99999,20150115,1200,4,FM-12,    ,180,1,N,  1.5,1,  23.0,1,  21.0,1,1012.6,1, 89,
419920,99999,20150115,1500,4,FM-12,    ,999,9,C,  0.0,1,  21.5,1,  20.0,1,1014.6,1, 91,
419920,99999,20150115,2100,4,FM-12,    ,999,9,C,  0.0,1,  20.0,1,  19.0,1,1014.2,1, 94,
419920,99999,20150116,0000,4,FM-12,    ,999,9,C,  0.0,1,  19.5,1,  19.0,1,1013.9,1, 97,
419920,99999,20150116,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.5,1,  20.0,1,1015.3,1, 97,
419920,99999,20150116,0600,4,FM-12,    ,999,9,C,  0.0,1,  25.5,1,  20.0,1,1014.1,1, 72,
419920,99999,20150116,0900,4,FM-12,    ,999,9,C,  0.0,1,  26.9,1,  19.0,1,1011.7,1, 62,
419920,99999,20150116,1200,4,FM-12,    ,999,9,C,  0.0,1,  24.3,1,  20.0,1,1011.8,1, 77,
419920,99999,20150116,1500,4,FM-12,    ,999,9,C,  0.0,1,  22.0,1,  19.0,1,1012.7,1, 83,
419920,99999,20150116,2100,4,FM-12,    ,999,9,C,  0.0,1,  20.5,1,  20.0,1,1012.2,1, 97,
419920,99999,20150117,0000,4,FM-12,    ,999,9,C,  0.0,1,  20.5,1,  20.0,1,1012.2,1, 97,
419920,99999,20150117,0300,4,FM-12,    ,999,9,C,  0.0,1,  22.4,1,  20.0,1,1013.5,1, 86,
419920,99999,20150117,0600,4,FM-12,    ,999,9,C,  0.0,1,  26.8,1,  19.0,1,1012.7,1, 62,
419920,99999,20150117,0900,4,FM-12,    ,330,1,N,  2.1,1,  27.3,1,  19.0,1,1010.6,1, 61,
419920,99999,20150117,1200,4,FM-12,    ,999,9,C,  0.0,1,  23.6,1,  20.0,1,1011.1,1, 80,
419920,99999,20150117,1500,4,FM-12,    ,999,9,C,  0.0,1,  22.6,1,  18.0,1,1012.7,1, 75,
419920,99999,20150117,2100,4,FM-12,    ,999,9,C,  0.0,1,  19.0,1,  17.0,1,1012.8,1, 88,
419920,99999,20150118,0000,4,FM-12,    ,999,9,C,  0.0,1,  18.0,1,  16.0,1,1012.9,1, 88,
419920,99999,20150118,0300,4,FM-12,    ,360,1,N,  2.1,1,  20.8,1,  17.0,1,1015.9,1, 79,
419920,99999,20150118,0600,4,FM-12,    ,330,1,N,  2.6,1,  24.4,1,  14.0,1,1015.2,1, 52,
419920,99999,20150118,0900,4,FM-12,    ,330,1,N,  2.1,1,  24.2,1,  14.0,1,1012.9,1, 53,
419920,99999,20150118,1200,4,FM-12,    ,999,9,C,  0.0,1,  20.7,1,  16.0,1,1012.7,1, 75,
419920,99999,20150118,1500,4,FM-12,    ,999,9,C,  0.0,1,  16.5,1,  15.0,1,1014.3,1, 91,
419920,99999,20150118,2100,4,FM-12,    ,999,9,C,  0.0,1,  15.6,1,  15.0,1,1014.3,1, 96,
419920,99999,20150119,0300,4,FM-12,    ,999,9,C,  0.0,1,  17.0,1,  15.0,1,1016.2,1, 88,
419920,99999,20150119,0600,4,FM-12,    ,999,9,C,  0.0,1,  12.0,1, 999.9,9,1015.7,1,999,
419920,99999,20150119,0900,4,FM-12,    ,270,1,N,  1.0,1,  23.6,2,  16.0,1,1013.9,1, 62,
419920,99999,20150119,1200,4,FM-12,    ,999,9,C,  0.0,1,  19.7,1,  17.0,1,1013.8,1, 84,
419920,99999,20150119,1500,4,FM-12,    ,999,9,C,  0.0,1,  18.2,1,  16.0,1,1014.7,1, 87,
419920,99999,20150119,2100,4,FM-12,    ,999,9,C,  0.0,1,  16.4,1,  15.0,1,1015.4,1, 91,
419920,99999,20150120,0300,4,FM-12,    ,999,9,C,  0.0,1,  15.7,1, 999.9,9,1017.1,1,999,
419920,99999,20150120,0600,4,FM-12,    ,999,9,C,  0.0,1,  21.6,1,  15.0,1,1016.9,1, 66,
419920,99999,20150120,1200,4,FM-12,    ,999,9,C,  0.0,1,  16.6,1,  13.0,1,1017.4,1, 79,
419920,99999,20150120,1500,4,FM-12,    ,999,9,C,  0.0,1,  17.7,1,  17.0,1,1016.9,1, 96,
419920,99999,20150121,0300,4,FM-12,    ,999,9,C,  0.0,1,  16.5,1,  16.0,1,1019.5,1, 97,
419920,99999,20150121,0600,4,FM-12,    ,999,9,C,  0.0,1,  24.0,1,  16.0,1,1018.9,1, 61,
419920,99999,20150121,0900,4,FM-12,    ,270,1,N,  1.5,1,  24.8,1,  19.0,1,1016.7,1, 70,
419920,99999,20150121,2100,4,FM-12,    ,999,9,C,  0.0,1,  15.5,1,  15.5,1,1017.1,1,100,
419920,99999,20150122,0300,4,FM-12,    ,999,9,C,  0.0,1,  17.3,1,  16.0,1,1018.9,1, 92,
419920,99999,20150122,0600,4,FM-12,    ,999,9,C,  0.0,1,  24.8,1,  17.0,1,1018.4,1, 62,
419920,99999,20150122,1200,4,FM-12,    ,999,9,C,  0.0,1,  21.2,1,  15.0,1,1015.9,1, 68,
419920,99999,20150122,1500,4,FM-12,    ,999,9,C,  0.0,1,  17.2,1,  16.0,1,1017.1,1, 93,
419920,99999,20150122,2100,4,FM-12,    ,999,9,C,  0.0,1,  15.0,1,  14.0,1,1016.0,1, 94,
419920,99999,20150123,0300,4,FM-12,    ,999,9,C,  0.0,1,  19.2,1, 999.9,9,1016.0,1,999,
419920,99999,20150123,0600,4,FM-12,    ,999,9,C,  0.0,1,  25.0,1,  15.0,1,1015.9,1, 54,
419920,99999,20150123,0900,4,FM-12,    ,300,1,N,  2.1,1,  26.3,1,  15.0,1,1012.9,1, 50,
419920,99999,20150123,1200,4,FM-12,    ,999,9,C,  0.0,1,  21.8,1,  16.0,1,1012.5,1, 70,
419920,99999,20150123,1500,4,FM-12,    ,999,9,C,  0.0,1,  18.0,1,  16.0,1,1014.3,1, 88,
419920,99999,20150123,2100,4,FM-12,    ,999,9,C,  0.0,1,  16.5,1,  16.0,1,1014.9,1, 97,
419920,99999,20150124,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.0,1,  16.0,1,1016.1,1, 78,
419920,99999,20150124,0600,4,FM-12,    ,999,9,C,  0.0,1,  26.0,1,  14.0,1,1015.3,1, 48,
419920,99999,20150124,1500,4,FM-12,    ,999,9,C,  0.0,1,  21.4,1,  18.0,1,1015.4,1, 81,
419920,99999,20150124,2100,4,FM-12,    ,999,9,C,  0.0,1,  19.4,1,  15.0,1,1015.0,1, 76,
419920,99999,20150125,0300,4,FM-12,    ,999,9,C,  0.0,1,  21.8,1,  14.0,1,1017.6,1, 61,
419920,99999,20150125,0600,4,FM-12,    ,360,1,N,  2.6,1,  27.2,1,  10.0,1,1017.3,1, 34,
419920,99999,20150125,0900,4,FM-12,    ,330,1,N,  2.6,1,  26.7,1,  12.0,1,1015.2,1, 40,
419920,99999,20150125,1500,4,FM-12,    ,999,9,C,  0.0,1,  21.0,1,  17.0,1,1016.0,1, 78,
419920,99999,20150126,0300,4,FM-12,    ,999,9,C,  0.0,1,  21.0,1,  12.0,1,1017.1,1, 56,
419920,99999,20150126,0600,4,FM-12,    ,999,9,C,  0.0,1,  26.0,1,  13.0,1,1016.4,1, 45,
419920,99999,20150126,1200,4,FM-12,    ,999,9,C,  0.0,1,  23.0,1,  14.0,1,1013.4,1, 57,
419920,99999,20150126,1500,4,FM-12,    ,999,9,C,  0.0,1,  19.8,1,  16.0,1,1015.2,1, 79,
419920,99999,20150126,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.5,1,  14.0,1,1014.8,1, 80,
419920,99999,20150127,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.5,1,  15.0,1,1015.0,1, 71,
419920,99999,20150127,0600,4,FM-12,    ,999,9,C,  0.0,1,  27.2,1,  14.0,1,1014.8,1, 44,
419920,99999,20150127,0900,4,FM-12,    ,330,1,N,  1.0,1,  28.2,1,  13.0,1,1012.2,1, 39,
419920,99999,20150127,1200,4,FM-12,    ,999,9,C,  0.0,1,  23.5,1,  18.0,1,1011.9,1, 71,
419920,99999,20150127,2100,4,FM-12,    ,999,9,C,  0.0,1,  18.0,1,  16.0,1,1012.6,1, 88,
419920,99999,20150128,0300,4,FM-12,    ,999,9,C,  0.0,1,  21.5,1,  17.0,1,1013.6,1, 76,
419920,99999,20150128,1200,4,FM-12,    ,330,1,N,  1.5,1,  24.3,1,  18.0,1,1011.1,1, 68,
419920,99999,20150128,1500,4,FM-12,    ,999,9,C,  0.0,1,  22.5,1,  20.0,1,1012.3,1, 86,
419920,99999,20150128,2100,4,FM-12,    ,999,9,C,  0.0,1,  19.5,1,  17.0,1,1012.1,1, 85,
419920,99999,20150129,0300,4,FM-12,    ,999,9,C,  0.0,1,  22.0,1,  16.0,1,1013.7,1, 69,
419920,99999,20150129,0600,4,FM-12,    ,999,9,C,  0.0,1,  27.5,1,  17.0,1,1013.3,1, 53,
419920,99999,20150129,0900,4,FM-12,    ,330,1,N,  2.1,1,  28.2,1,  20.0,1,1011.3,1, 61,
419920,99999,20150129,1200,4,FM-12,    ,360,1,N,  1.0,1,  25.0,1,  19.0,1,1011.7,1, 69,
419920,99999,20150129,1500,4,FM-12,    ,999,9,C,  0.0,1,  23.4,1,  18.0,1,1013.6,1, 72,
419920,99999,20150129,2100,4,FM-12,    ,360,1,N,  1.0,1,  20.0,1,  16.0,1,1012.6,1, 78,
419920,99999,20150130,0000,4,FM-12,    ,999,9,C,  0.0,1,  18.7,1,  17.0,1,1012.1,1, 90,
419920,99999,20150130,0600,4,FM-12,    ,360,1,N,  2.1,1,  26.5,1,  17.0,1,1014.7,1, 56,
419920,99999,20150130,0900,4,FM-12,    ,360,1,N,  3.6,1,  26.3,1,  16.0,1,1013.0,1, 53,
419920,99999,20150130,1200,4,FM-12,    ,360,1,N,  2.6,1,  23.0,1,  18.0,1,1013.2,1, 73,
419920,99999,20150130,1500,4,FM-12,    ,999,9,C,  0.0,1,  21.3,1,  18.0,1,1014.1,1, 82,
419920,99999,20150130,2100,4,FM-12,    ,999,9,C,  0.0,1,  18.6,1,  17.0,1,1014.7,1, 90,
419920,99999,20150131,0300,4,FM-12,    ,020,1,N,  1.5,1,  21.0,1,  15.0,1,1017.4,1, 69,
419920,99999,20150131,0600,4,FM-12,    ,360,1,N,  2.6,1,  25.0,1,  10.0,1,1016.9,1, 39,
419920,99999,20150131,1200,4,FM-12,    ,360,1,N,  2.1,1,  22.2,1,  11.0,1,1013.6,1, 49,
419920,99999,20150131,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.5,1,  15.0,1,1014.5,1, 85,
419920,99999,20150201,0000,4,FM-12,    ,999,9,C,  0.0,1,  15.5,1,  11.0,1,1015.0,1, 75,
419920,99999,20150201,0300,4,FM-12,    ,030,1,N,  3.1,1,  18.3,1,  11.0,1,1016.7,1, 62,
419920,99999,20150201,0600,4,FM-12,    ,330,1,N,  2.1,1,  23.2,1,  11.0,1,1016.1,1, 46,
419920,99999,20150201,0900,4,FM-12,    ,330,1,N,  2.1,1,  25.0,1,   8.0,1,1012.6,1, 34,
419920,99999,20150201,1200,4,FM-12,    ,360,1,N,  1.0,1,  20.7,1,  14.0,1,1013.7,1, 66,
419920,99999,20150201,1500,4,FM-12,    ,999,9,C,  0.0,1,  18.8,1,  16.0,1,1015.3,1, 84,
419920,99999,20150201,2100,4,FM-12,    ,999,9,C,  0.0,1,  12.0,1,  12.0,1,1016.8,1,100,
419920,99999,20150202,0000,4,FM-12,    ,999,9,C,  0.0,1,  15.5,1,  13.0,1,1015.7,1, 85,
419920,99999,20150202,0300,4,FM-12,    ,330,1,N,  1.0,1,  19.0,1,  12.0,1,1017.5,1, 64,
419920,99999,20150202,0600,4,FM-12,    ,999,9,C,  0.0,1,  24.6,1,  12.0,1,1017.1,1, 45,
419920,99999,20150202,0900,4,FM-12,    ,999,9,C,  0.0,1,  26.8,1,  11.0,1,1015.6,1, 37,
419920,99999,20150202,1200,4,FM-12,    ,330,1,N,  1.0,1,  22.5,1,  14.0,1,1015.7,1, 59,
419920,99999,20150202,2100,4,FM-12,    ,999,9,C,  0.0,1,  16.5,1,  15.0,1,1017.3,1, 91,
419920,99999,20150203,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.5,1,  15.0,1,1018.6,1, 71,
419920,99999,20150203,0600,4,FM-12,    ,999,9,C,  0.0,1,  26.0,1,  14.0,1,1018.8,1, 48,
419920,99999,20150203,0900,4,FM-12,    ,330,1,N,  1.0,1,  29.2,1,  15.0,1,1016.8,1, 42,
419920,99999,20150203,1200,4,FM-12,    ,999,9,C,  0.0,1,  24.0,1,  16.0,1,1016.4,1, 61,
419920,99999,20150203,1500,4,FM-12,    ,999,9,C,  0.0,1,  19.0,1,  18.0,1,1017.2,1, 94,
419920,99999,20150203,2100,4,FM-12,    ,999,9,C,  0.0,1,  15.5,1,  15.0,1,1016.7,1, 97,
419920,99999,20150204,0000,4,FM-12,    ,999,9,C,  0.0,1,  14.8,1,  14.0,1,1016.4,1, 95,
419920,99999,20150204,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.4,1,  14.0,1,1017.9,1, 67,
419920,99999,20150205,0300,4,FM-12,    ,999,9,C,  0.0,1,  23.0,1,  15.0,1,1016.7,1, 61,
419920,99999,20150205,0600,4,FM-12,    ,999,9,C,  0.0,1,  29.5,1,  17.0,1,1016.1,1, 47,
419920,99999,20150205,0900,4,FM-12,    ,360,1,N,  2.1,1,  31.0,1,  11.0,1,1013.5,1, 29,
419920,99999,20150205,1200,4,FM-12,    ,999,9,C,  0.0,1,  26.4,1,  16.0,1,1013.3,1, 53,
419920,99999,20150206,0000,4,FM-12,    ,999,9,C,  0.0,1,  18.5,1,  16.0,1,1014.1,1, 85,
419920,99999,20150206,0300,4,FM-12,    ,999,9,C,  0.0,1,  23.8,1,  14.0,1,1016.5,1, 54,
419920,99999,20150206,0900,4,FM-12,    ,330,1,N,  2.6,1,  30.8,1,  11.0,1,1013.7,1, 30,
419920,99999,20150206,1200,4,FM-12,    ,999,9,C,  0.0,1,  25.2,1,  20.0,1,1013.5,1, 73,
419920,99999,20150206,1500,4,FM-12,    ,999,9,C,  0.0,1,  21.7,1,  19.0,1,1014.6,1, 85,
419920,99999,20150206,2100,4,FM-12,    ,999,9,C,  0.0,1,  19.0,1,  15.0,1,1014.3,1, 78,
419920,99999,20150207,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.0,1,  16.0,1,1015.6,1, 78,
419920,99999,20150207,0600,4,FM-12,    ,300,1,N,  2.6,1,  26.0,1,  14.0,1,1013.9,1, 48,
419920,99999,20150207,0900,4,FM-12,    ,360,1,N,  2.1,1,  24.8,1,  13.0,1,1012.8,1, 48,
419920,99999,20150207,1200,4,FM-12,    ,999,9,C,  0.0,1,  21.3,1,  13.0,1,1012.4,1, 59,
419920,99999,20150207,1500,4,FM-12,    ,999,9,C,  0.0,1,  17.0,1,  15.0,1,1014.3,1, 88,
419920,99999,20150207,2100,4,FM-12,    ,999,9,C,  0.0,1,  16.0,1,  15.0,1,1014.2,1, 94,
419920,99999,20150208,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.0,1,  15.0,1,1015.2,1, 73,
419920,99999,20150208,0600,4,FM-12,    ,999,9,C,  0.0,1,  26.5,1,  14.0,1,1014.5,1, 46,
419920,99999,20150208,0900,4,FM-12,    ,330,1,N,  2.1,1,  27.5,1,  16.0,1,1012.3,1, 50,
419920,99999,20150208,1200,4,FM-12,    ,999,9,C,  0.0,1,  23.2,1,  17.0,1,1012.6,1, 68,
419920,99999,20150208,1500,4,FM-12,    ,999,9,C,  0.0,1,  20.6,1,  19.0,1,1014.3,1, 91,
419920,99999,20150208,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.8,1,  16.0,1,1014.5,1, 89,
419920,99999,20150209,0300,4,FM-12,    ,999,9,C,  0.0,1,  21.4,1,  15.0,1,1015.7,1, 67,
419920,99999,20150209,0600,4,FM-12,    ,999,9,C,  0.0,1,  29.0,1,  10.0,1,1015.2,1, 31,
419920,99999,20150209,1200,4,FM-12,    ,360,1,N,  2.6,1,  24.5,1,  19.0,1,1013.4,1, 72,
419920,99999,20150209,1500,4,FM-12,    ,999,9,C,  0.0,1,  22.0,1,  15.0,1,1014.8,1, 65,
419920,99999,20150209,2100,4,FM-12,    ,360,1,N,  1.5,1,  20.3,1,  16.0,1,1014.9,1, 76,
419920,99999,20150210,0300,4,FM-12,    ,999,9,C,  0.0,1,  23.5,1,  16.0,1,1017.1,1, 63,
419920,99999,20150210,0600,4,FM-12,    ,020,1,N,  2.6,1,  28.0,1,  15.0,1,1016.4,1, 45,
419920,99999,20150210,0900,4,FM-12,    ,999,9,C,  0.0,1,  28.9,1,  16.0,1,1013.4,1, 46,
419920,99999,20150211,0300,4,FM-12,    ,360,1,N,  2.1,1,  21.3,1,  13.0,1,1014.8,1, 59,
419920,99999,20150211,0600,4,FM-12,    ,360,1,N, 10.3,1,  27.0,1,  10.0,1,1014.7,1, 34,
419920,99999,20150211,0900,4,FM-12,    ,330,1,N,  2.1,1,  27.8,1,  14.0,1,1012.5,1, 43,
419920,99999,20150211,1200,4,FM-12,    ,330,1,N,  1.0,1,  24.2,1,  13.0,1,1012.9,1, 50,
419920,99999,20150211,1500,4,FM-12,    ,999,9,C,  0.0,1,  21.4,1,  16.0,1,1013.9,1, 71,
419920,99999,20150211,2100,4,FM-12,    ,999,9,C,  0.0,1,  19.0,1,  14.0,1,1013.5,1, 73,
419920,99999,20150212,0300,4,FM-12,    ,360,1,N,  1.0,1,  21.5,1,  13.0,1,1014.5,1, 58,
419920,99999,20150212,0600,4,FM-12,    ,360,1,N,  2.6,1,  27.2,1,  10.0,1,1013.7,1, 34,
419920,99999,20150212,0900,4,FM-12,    ,360,1,N,  2.1,1,  28.8,1,   5.0,1,1010.5,1, 22,
419920,99999,20150212,1200,4,FM-12,    ,360,1,N,  1.0,1,  23.7,1,  12.0,1,1010.2,1, 48,
419920,99999,20150212,1500,4,FM-12,    ,999,9,C,  0.0,1,  20.5,1,  17.0,1,1011.7,1, 80,
419920,99999,20150212,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.5,1,  14.0,1,1011.8,1, 80,
419920,99999,20150213,0300,4,FM-12,    ,999,9,C,  0.0,1,  22.2,1,  12.0,1,1013.3,1, 52,
419920,99999,20150213,0600,4,FM-12,    ,999,9,C,  0.0,1,  26.2,1,  12.0,1,1012.4,1, 41,
419920,99999,20150213,0900,4,FM-12,    ,360,1,N,  1.0,1,  27.0,1,  13.0,1,1011.3,1, 42,
419920,99999,20150213,1500,4,FM-12,    ,999,9,C,  0.0,1,  19.7,1,  18.0,1,1011.3,1, 90,
419920,99999,20150213,1800,4,FM-12,    ,999,9,C,  0.0,1,  18.0,1,  16.0,1,1011.4,1, 88,
419920,99999,20150213,2100,4,FM-12,    ,999,9,C,  0.0,1,  16.8,1,  15.0,1,1011.3,1, 89,
419920,99999,20150214,0300,4,FM-12,    ,999,9,C,  0.0,1,  21.0,1,  15.0,1,1013.2,1, 69,
419920,99999,20150214,0600,4,FM-12,    ,999,9,C,  0.0,1,  26.0,1,  15.0,1,1012.3,1, 51,
419920,99999,20150215,0300,4,FM-12,    ,999,9,C,  0.0,1,  22.5,1,  19.0,1,1012.7,1, 81,
419920,99999,20150215,0600,4,FM-12,    ,999,9,C,  0.0,1,  27.0,1,  15.0,1,1012.8,1, 48,
419920,99999,20150215,0900,4,FM-12,    ,270,1,N,  1.0,1,  27.3,1,  14.0,1,1011.1,1, 44,
419920,99999,20150215,1500,4,FM-12,    ,999,9,C,  0.0,1,  20.0,1,  17.0,1,1013.1,1, 83,
419920,99999,20150215,2100,4,FM-12,    ,999,9,C,  0.0,1,  18.0,1,  15.0,1,1012.9,1, 83,
419920,99999,20150216,0000,4,FM-12,    ,999,9,C,  0.0,1,  18.0,1,  15.0,1,1012.6,1, 83,
419920,99999,20150216,0300,4,FM-12,    ,999,9,C,  0.0,1,  23.0,1,  14.0,1,1014.9,1, 57,
419920,99999,20150216,0600,4,FM-12,    ,999,9,C,  0.0,1,  28.0,1,  16.0,1,1014.7,1, 48,
419920,99999,20150216,1500,4,FM-12,    ,999,9,C,  0.0,1,  20.4,1,  16.0,1,1013.3,1, 76,
419920,99999,20150216,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.8,1,  16.0,1,1012.4,1, 89,
419920,99999,20150217,0600,4,FM-12,    ,999,9,C,  0.0,1,  28.5,1,  17.0,1,1012.6,1, 50,
419920,99999,20150217,0900,4,FM-12,    ,270,1,N,  1.0,1,  28.9,1,  18.0,1,1010.4,1, 52,
419920,99999,20150217,1500,4,FM-12,    ,999,9,C,  0.0,1,  21.4,1,  19.0,1,1011.7,1, 86,
419920,99999,20150217,1800,4,FM-12,    ,999,9,C,  0.0,1,  20.2,1,  18.0,1,1011.8,1, 87,
419920,99999,20150217,2100,4,FM-12,    ,999,9,C,  0.0,1,  19.4,1,  17.0,1,1011.6,1, 86,
419920,99999,20150218,0000,4,FM-12,    ,999,9,C,  0.0,1,  18.2,1,  16.0,1,1011.4,1, 87,
419920,99999,20150218,0300,4,FM-12,    ,999,9,C,  0.0,1,  22.5,1,  17.0,1,1012.4,1, 71,
419920,99999,20150218,0600,4,FM-12,    ,999,9,C,  0.0,1,  28.4,1,  17.0,1,1012.2,1, 50,
419920,99999,20150218,0900,4,FM-12,    ,270,1,N,  2.1,1,  28.4,1,  18.0,1,1010.4,1, 53,
419920,99999,20150218,1200,4,FM-12,    ,999,9,C,  0.0,1,  23.8,1,  21.0,1,1010.6,1, 84,
